Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Core i7-1065G7,353,66.9,24141,https://cpu.userbenchmark.com/SpeedTest/888368/IntelR-CoreTM-i7-1065G7-CPU---130GHz
CPU,,Intel,Core i7-3820QM,354,66.9,2209,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz
CPU,BX80677I37300T,Intel,Core i3-7300T,355,66.9,56,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz
CPU,,Intel,Core i5-2300,356,66.7,12706,https://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz
CPU,,Intel,Core i7-6700HQ,357,66.7,260347,https://cpu.userbenchmark.com/SpeedTest/34954/IntelR-CoreTM-i7-6700HQ-CPU---260GHz
CPU,CW8064701470702,Intel,Core i7-4700MQ,358,66.6,52737,https://cpu.userbenchmark.com/Intel-Core-i7-4700MQ/Rating/2727
CPU,FD9370FHHKWOF,AMD,FX-9370,359,66.6,7272,https://cpu.userbenchmark.com/AMD-FX-9370/Rating/2005
CPU,,Intel,Core i5-2310,360,66.6,12165,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR-CoreTM-i5-2310-CPU---290GHz
CPU,,Intel,Core i5-1035G1,361,66.5,17247,https://cpu.userbenchmark.com/SpeedTest/895407/IntelR-CoreTM-i5-1035G1-CPU---100GHz
CPU,,Intel,Xeon X3440,362,66.5,4720,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz
CPU,,Intel,Core i5-2500S,363,66.4,2181,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz
CPU,BX80677I57400T,Intel,Core i5-7400T,364,66.4,2528,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR-CoreTM-i5-7400T-CPU---240GHz
CPU,,Intel,Core i7 940,365,66.4,1977,https://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz
CPU,,Intel,Core i7-4722HQ,366,66.3,175,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR-CoreTM-i7-4722HQ-CPU---240GHz
CPU,,Intel,Core i5-10210U,367,66.3,19596,https://cpu.userbenchmark.com/SpeedTest/819403/IntelR-CoreTM-i5-10210U-CPU---160GHz
CPU,BX80677I37100,Intel,Core i3-7100,368,66.3,55830,https://cpu.userbenchmark.com/Intel-Core-i3-7100/Rating/3891
CPU,,Intel,Core i5 760,369,66.2,26468,https://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz
CPU,,Intel,Core i7 860,370,66.2,35777,https://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz
CPU,FD8350FRHKBOX,AMD,FX-8350,371,66.1,295452,https://cpu.userbenchmark.com/AMD-FX-8350/Rating/1489
CPU,BX80646I34360,Intel,Core i3-4360,372,66.1,1427,https://cpu.userbenchmark.com/Intel-Core-i3-4360/Rating/2819
CPU,,Intel,Core i7-4710MQ,373,66,16566,https://cpu.userbenchmark.com/SpeedTest/9397/IntelR-CoreTM-i7-4710MQ-CPU---250GHz
CPU,BX80646I34350,Intel,Core i3-4350,374,66,389,https://cpu.userbenchmark.com/Intel-Core-i3-4350/Rating/2433
CPU,,Intel,Core i7-4800MQ,375,66,16978,https://cpu.userbenchmark.com/SpeedTest/3437/IntelR-CoreTM-i7-4800MQ-CPU---270GHz
CPU,,Intel,Core i7-3740QM,376,66,10964,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR-CoreTM-i7-3740QM-CPU---270GHz
CPU,,Intel,Core i7-4710HQ,377,66,57028,https://cpu.userbenchmark.com/SpeedTest/11499/IntelR-CoreTM-i7-4710HQ-CPU---250GHz
CPU,FH8068403419422,Intel,Core i3-8109U,378,66,1140,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR-CoreTM-i3-8109U-CPU---300GHz
CPU,,Intel,Core i5-3330S,379,65.7,3044,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz
CPU,FD8370FRHKBOX,AMD,FX-8370,380,65.6,22656,https://cpu.userbenchmark.com/AMD-FX-8370/Rating/2983
CPU,,Intel,Core i7-3720QM,381,65.5,8589,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR-CoreTM-i7-3720QM-CPU---260GHz
CPU,BX80684G5400,Intel,Pentium Gold G5400,382,65.5,10193,https://cpu.userbenchmark.com/SpeedTest/484278/IntelR-PentiumR-Gold-G5400-CPU---370GHz
CPU,,Intel,Xeon W3530,383,65.5,4099,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz
CPU,BX80605I5750,Intel,Core i5-750,384,65.4,34169,https://cpu.userbenchmark.com/Intel-Core-i5-750/Rating/2773
CPU,BX80646I34340,Intel,Core i3-4340,385,65.4,692,https://cpu.userbenchmark.com/Intel-Core-i3-4340/Rating/2877
CPU,,Intel,Xeon E5-2670 v2,386,65.3,228,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz
CPU,,Intel,Core i7-4850HQ,387,65.3,663,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR-CoreTM-i7-4850HQ-CPU---230GHz
CPU,BX80662I36300T,Intel,Core i3-6300T,388,65.2,104,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR-CoreTM-i3-6300T-CPU---330GHz
CPU,,Intel,Core i7-1160G7,389,65.2,2,https://cpu.userbenchmark.com/SpeedTest/1300243/11th-Gen-IntelR-CoreTM-i7-1160G7---120GHz
CPU,AW8063801106200,Intel,Core i7-3630QM,390,65.1,50913,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626
CPU,,Intel,Core i7 930,391,65,19646,https://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz
CPU,AW8063801013511,Intel,Core i7-3610QM,392,65,27560,https://cpu.userbenchmark.com/Intel-Core-i7-3610QM/Rating/2730
CPU,,AMD,Ryzen 5 2600H,393,64.8,147,https://cpu.userbenchmark.com/SpeedTest/617618/AMD-Ryzen-5-2600H-with-Radeon-Vega-Graphics
CPU,FJ8068404064604,Intel,Core i5-8265U,394,64.8,53208,https://cpu.userbenchmark.com/SpeedTest/566107/IntelR-CoreTM-i5-8265U-CPU---160GHz
CPU,,Intel,Core i5-8350U,395,64.7,10842,https://cpu.userbenchmark.com/SpeedTest/388461/IntelR-CoreTM-i5-8350U-CPU---170GHz
CPU,,Intel,Core i7-4702MQ,396,64.6,17887,https://cpu.userbenchmark.com/SpeedTest/2674/IntelR-CoreTM-i7-4702MQ-CPU---220GHz
CPU,BX80601920,Intel,Core i7-920,397,64.4,56568,https://cpu.userbenchmark.com/Intel-Core-i7-920/Rating/1981
CPU,,Intel,Core i5-2405S,398,64.4,145,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR-CoreTM-i5-2405S-CPU---250GHz
CPU,BX80662I36100,Intel,Core i3-6100,399,64.3,82938,https://cpu.userbenchmark.com/Intel-Core-i3-6100/Rating/3511
CPU,,Intel,Core i7-7567U,400,64.3,1554,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR-CoreTM-i7-7567U-CPU---350GHz
CPU,CM8068403360212,Intel,Pentium G5400T,401,64.2,98,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR-PentiumR-Gold-G5400T-CPU---310GHz
CPU,FJ8068404064405,Intel,Core i7-8565U,402,64.2,47631,https://cpu.userbenchmark.com/SpeedTest/591977/IntelR-CoreTM-i7-8565U-CPU---180GHz
CPU,BX80677G4600,Intel,Pentium G4600,403,64.2,12379,https://cpu.userbenchmark.com/Intel-Pentium-G4600/Rating/3894
CPU,,Intel,Core i7-4770HQ,404,64.1,1241,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR-CoreTM-i7-4770HQ-CPU---220GHz
CPU,,AMD,Ryzen 9 4900U,405,64.1,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics
CPU,,Intel,Core i5-6300HQ,406,64.1,42132,https://cpu.userbenchmark.com/SpeedTest/38166/IntelR-CoreTM-i5-6300HQ-CPU---230GHz
CPU,,AMD,FX-6350 Six-Core,407,64.1,20624,https://cpu.userbenchmark.com/SpeedTest/713/AMD-FXtm-6350-Six-Core-Processor
CPU,,Intel,Core i7-2960XM,408,64,706,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz
CPU,,Intel,Core i3-6098P,409,64,4537,https://cpu.userbenchmark.com/SpeedTest/80177/IntelR-CoreTM-i3-6098P-CPU---360GHz
CPU,,Intel,Core i5-1035G7,410,63.9,1978,https://cpu.userbenchmark.com/SpeedTest/920409/IntelR-CoreTM-i5-1035G7-CPU---120GHz
CPU,BX80646I34170,Intel,Core i3-4170,411,63.9,33079,https://cpu.userbenchmark.com/SpeedTest/28214/IntelR-CoreTM-i3-4170-CPU---370GHz
CPU,YD1200BBAEBOX,AMD,Ryzen 3 1200,412,63.9,61099,https://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931
CPU,BX80646I34330,Intel,Core i3-4330,413,63.8,5130,https://cpu.userbenchmark.com/Intel-Core-i3-4330/Rating/2876
CPU,,AMD,Ryzen 7 2800H,414,63.8,46,https://cpu.userbenchmark.com/SpeedTest/667422/AMD-Ryzen-7-2800H-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-8365U,415,63.7,3148,https://cpu.userbenchmark.com/SpeedTest/774761/IntelR-CoreTM-i5-8365U-CPU---160GHz
CPU,,Intel,Xeon W3520,416,63.6,5207,https://cpu.userbenchmark.com/SpeedTest/3585/IntelR-XeonR-CPU-----------W3520----267GHz
CPU,,Intel,Core i5-2400S,417,63.6,7405,https://cpu.userbenchmark.com/SpeedTest/304/IntelR-CoreTM-i5-2400S-CPU---250GHz
CPU,,Intel,Core i7-8665U,418,63.5,4666,https://cpu.userbenchmark.com/SpeedTest/740553/IntelR-CoreTM-i7-8665U-CPU---190GHz
CPU,,Intel,Core i7-4750HQ,419,63.5,4311,https://cpu.userbenchmark.com/SpeedTest/3709/IntelR-CoreTM-i7-4750HQ-CPU---200GHz
CPU,HDE00ZFBGRBOX,AMD,Phenom II X6 1100T,420,63.4,11611,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1100T/Rating/2004
CPU,,Intel,Core i7-3615QM,421,63.3,2143,https://cpu.userbenchmark.com/SpeedTest/806/IntelR-CoreTM-i7-3615QM-CPU---230GHz
CPU,,AMD,Phenom II X4 980,422,63.3,988,https://cpu.userbenchmark.com/SpeedTest/5445/AMD-Phenomtm-II-X4-980-Processor
CPU,,Intel,Core i7-3632QM,423,63.2,21454,https://cpu.userbenchmark.com/SpeedTest/36/IntelR-CoreTM-i7-3632QM-CPU---220GHz
CPU,FD8320FRHKBOX,AMD,FX-8320,424,63.2,91406,https://cpu.userbenchmark.com/AMD-FX-8320/Rating/1983
CPU,BX80677I37100T,Intel,Core i3-7100T,425,63.2,1645,https://cpu.userbenchmark.com/SpeedTest/230301/IntelR-CoreTM-i3-7100T-CPU---340GHz
CPU,,Intel,Core i5-7260U,426,63.2,1880,https://cpu.userbenchmark.com/SpeedTest/269906/IntelR-CoreTM-i5-7260U-CPU---220GHz
CPU,,Intel,Core i5-8250U,427,63.1,181526,https://cpu.userbenchmark.com/SpeedTest/338266/IntelR-CoreTM-i5-8250U-CPU---160GHz
CPU,YD1400BBAEBOX,AMD,Ryzen 5 1400,428,63.1,53207,https://cpu.userbenchmark.com/AMD-Ryzen-5-1400/Rating/3922
CPU,,Intel,Core i7-8550U,429,63,137340,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR-CoreTM-i7-8550U-CPU---180GHz
CPU,FD837EWMHKBOX,AMD,FX-8370E,430,63,4288,https://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984
CPU,,AMD,FX-8310,431,63,1441,https://cpu.userbenchmark.com/SpeedTest/18534/AMD-FXtm-8310-Eight-Core-Processor
CPU,,Intel,Xeon E5540,432,63,366,https://cpu.userbenchmark.com/SpeedTest/13822/IntelR-XeonR-CPU-----------E5540----253GHz
CPU,,Intel,Core i7-2920XM,433,62.8,724,https://cpu.userbenchmark.com/SpeedTest/459/IntelR-CoreTM-i7-2920XM-CPU---250GHz
CPU,,Intel,Core i7-2860QM,434,62.8,3334,https://cpu.userbenchmark.com/SpeedTest/103/IntelR-CoreTM-i7-2860QM-CPU---250GHz
CPU,BX80646I34160,Intel,Core i3-4160,435,62.8,36072,https://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816
CPU,BX80677G4560,Intel,Pentium G4560,436,62.8,61795,https://cpu.userbenchmark.com/Intel-Pentium-G4560/Rating/3892
CPU,,Intel,Xeon X3430,437,62.7,2730,https://cpu.userbenchmark.com/SpeedTest/5225/IntelR-XeonR-CPU-----------X3430----240GHz
CPU,,Intel,Core i5-1035G4,438,62.7,5493,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR-CoreTM-i5-1035G4-CPU---110GHz
CPU,,Intel,Core i7-4702HQ,439,62.6,2561,https://cpu.userbenchmark.com/SpeedTest/297/IntelR-CoreTM-i7-4702HQ-CPU---220GHz
CPU,,Intel,Core i7-3635QM,440,62.6,2314,https://cpu.userbenchmark.com/SpeedTest/2465/IntelR-CoreTM-i7-3635QM-CPU---240GHz
CPU,,Intel,Core i7-8650U,441,62.5,27552,https://cpu.userbenchmark.com/SpeedTest/353957/IntelR-CoreTM-i7-8650U-CPU---190GHz
CPU,,AMD,FX-8300,442,62.4,24899,https://cpu.userbenchmark.com/SpeedTest/7163/AMD-FXtm-8300-Eight-Core-Processor
CPU,,AMD,Phenom II X4 B65,443,62.4,185,https://cpu.userbenchmark.com/SpeedTest/6054/AMD-Phenomtm-II-X4-B65-Processor
CPU,BX80646I34150,Intel,Core i3-4150,444,62.2,28129,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309
CPU,,AMD,Phenom II X4 975,445,62.1,857,https://cpu.userbenchmark.com/SpeedTest/3020/AMD-Phenomtm-II-X4-975-Processor
CPU,FD8150FRGUBOX,AMD,FX-8150,446,62,18392,https://cpu.userbenchmark.com/AMD-FX-8150/Rating/2006
CPU,,Intel,Core i7-4712HQ,447,61.9,4333,https://cpu.userbenchmark.com/SpeedTest/10973/IntelR-CoreTM-i7-4712HQ-CPU---230GHz
CPU,,Intel,Xeon E5-2620 v2,448,61.9,1326,https://cpu.userbenchmark.com/SpeedTest/4718/IntelR-XeonR-CPU-E5-2620-v2---210GHz
CPU,FD832EWMHKBOX,AMD,FX-8320E,449,61.9,27599,https://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985
CPU,,Intel,Core i7-3612QM,450,61.8,7890,https://cpu.userbenchmark.com/SpeedTest/329/IntelR-CoreTM-i7-3612QM-CPU---210GHz
CPU,,AMD,Phenom II X6 1090T,451,61.7,22318,https://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor
CPU,,AMD,Phenom II X4 970,452,61.7,2042,https://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor
CPU,,Intel,Xeon E5-1603 0,453,61.6,2302,https://cpu.userbenchmark.com/SpeedTest/9880/IntelR-XeonR-CPU-E5-1603-0---280GHz
CPU,,AMD,Phenom II X6 1075T,454,61.6,3839,https://cpu.userbenchmark.com/SpeedTest/913/AMD-Phenomtm-II-X6-1075T-Processor
CPU,FD6300WMHKBOX,AMD,FX-6300,455,61.5,197446,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555
CPU,,AMD,Athlon II X4 555,456,61.3,112,https://cpu.userbenchmark.com/SpeedTest/12528/AMD-Athlontm-II-X4-555-Processor
CPU,CM8068403377713,Intel,Pentium G5500T,457,61.3,37,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz
CPU,BX80646I34130,Intel,Core i3-4130,458,61.3,36206,https://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621
CPU,,Intel,Core i3-3250,459,61.3,2944,https://cpu.userbenchmark.com/SpeedTest/4950/IntelR-CoreTM-i3-3250-CPU---350GHz
CPU,,Intel,Core2 Extreme X9770,460,61.2,353,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR-CoreTM2-Extreme-CPU-X9770----320GHz
CPU,,Intel,Xeon E5-2630 0,461,61.1,1242,https://cpu.userbenchmark.com/SpeedTest/6512/IntelR-XeonR-CPU-E5-2630-0---230GHz
CPU,,Intel,Core i3-2125,462,61.1,500,https://cpu.userbenchmark.com/SpeedTest/3545/IntelR-CoreTM-i3-2125-CPU---330GHz
CPU,,Intel,Xeon E5530,463,61,497,https://cpu.userbenchmark.com/SpeedTest/4018/IntelR-XeonR-CPU-----------E5530----240GHz
CPU,FD4350FRHKBOX,AMD,FX-4350,464,60.9,8954,https://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880
CPU,,Intel,Core i7-4610M,465,60.8,3182,https://cpu.userbenchmark.com/SpeedTest/11649/IntelR-CoreTM-i7-4610M-CPU---300GHz
CPU,BX80637I33225,Intel,Core i3-3225,466,60.8,2306,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488
CPU,,Intel,Core i7-2760QM,467,60.6,8656,https://cpu.userbenchmark.com/SpeedTest/949/IntelR-CoreTM-i7-2760QM-CPU---240GHz
CPU,,Intel,Core i7-2820QM,468,60.6,4232,https://cpu.userbenchmark.com/SpeedTest/3145/IntelR-CoreTM-i7-2820QM-CPU---230GHz
CPU,BX80662I36100T,Intel,Core i3-6100T,469,60.5,3780,https://cpu.userbenchmark.com/SpeedTest/40317/IntelR-CoreTM-i3-6100T-CPU---320GHz
